Verhardingsobject Guid,Datum,Inspecterende organisatie,Dwarsonvlakheid,Langsonvlakheid,Oneffenheden,Rafeling,Randschade,Scheurvorming,Voegvulling,Voegwijdte,Zetting,Opmerking
{2DB6646A-F240-4701-92F0-2A4AB59F537A},19-4-2019,,G,,G,G,G,G,,,G,Gaten
{2DBC12B1-D33D-4E9E-B058-DE65A0CB7716},25-4-2014,,G,,G,G,G,G,G,G,G,
{2DBC12B1-D33D-4E9E-B058-DE65A0CB7716},6-7-2018,,G,,G,G,G,G,,,G,
{2DC8642A-40E2-421F-9425-BAC066E1949A},4-5-2015,,G,,G,G,G,G,G,G,G,
{2DC8642A-40E2-421F-9425-BAC066E1949A},21-7-2017,,G,,G,G,G,G,,,G,
{2DC8642A-40E2-421F-9425-BAC066E1949A},21-3-2019,,G,,G,G,G,G,,,G,
{2DCEB373-3082-4171-A85E-9101C27953E4},23-4-2015,,G,,G,G,G,G,G,G,G,
{2DCEB373-3082-4171-A85E-9101C27953E4},27-7-2017,,G,,G,G,G,G,,,G,
{2DCEB373-3082-4171-A85E-9101C27953E4},15-4-2019,,G,,G,G,G,G,,,G,
{2DD3EB9D-BE5B-45D6-B17C-3679E039601C},7-4-2017,,G,,G,G,G,G,G,G,G,
{2DD3EB9D-BE5B-45D6-B17C-3679E039601C},19-3-2019,,G,,G,G,G,G,,,G,
{2DD5B2C2-3C3A-4BC7-9848-D09653364D6D},25-3-2015,,G,,G,G,G,G,G,G,G,
{2DD5B2C2-3C3A-4BC7-9848-D09653364D6D},4-8-2017,,G,,G,G,G,G,,,G,
{2DD5B2C2-3C3A-4BC7-9848-D09653364D6D},28-3-2019,,G,,G,G,G,G,,,G,
{2DD801DA-4310-41D5-8470-7F74A2236937},1-8-2017,,G,,G,L1,G,M1,,,G,
{2DD801DA-4310-41D5-8470-7F74A2236937},24-4-2019,,G,,M1,L2,G,M1,,,G,
{2DD9DAF6-86C0-49BD-BA1F-D3168415525C},14-1-2015,,G,,G,G,G,G,G,G,G,
{2DD9DAF6-86C0-49BD-BA1F-D3168415525C},26-9-2017,,G,,G,L2,G,G,G,G,G,
{2DD9DAF6-86C0-49BD-BA1F-D3168415525C},18-2-2019,,G,,G,L1,G,G,,,G,
{2DDBE094-1BB8-4647-93FC-7A320ED2007E},13-5-2015,,G,,G,G,G,G,G,G,G,
{2DDBE094-1BB8-4647-93FC-7A320ED2007E},17-7-2017,,G,,G,G,G,G,,,G,
{2DDBE094-1BB8-4647-93FC-7A320ED2007E},15-4-2019,,G,,G,G,G,G,,,G,
{2DF465C2-7F1F-4F78-8A1C-2DE2F305ACAE},20-9-2016,,G,,G,G,G,G,G,G,G,
{2DF465C2-7F1F-4F78-8A1C-2DE2F305ACAE},12-6-2018,,G,,G,G,G,G,,,G,
{2E0556CE-1955-43C8-9216-C0C94DDE8DD1},23-4-2014,,L1,,G,L1,G,M1,G,G,G,
{2E0556CE-1955-43C8-9216-C0C94DDE8DD1},20-6-2018,,G,,G,G,G,G,,,G,
{2E069218-FAD9-461E-A6B4-59AA43C490BC},1-1-2015,,G,,G,L1,G,G,G,G,G,
{2E069218-FAD9-461E-A6B4-59AA43C490BC},11-8-2017,,G,,G,L1,E1,G,,,G,
{2E069218-FAD9-461E-A6B4-59AA43C490BC},8-5-2019,,G,,G,L1,E1,G,,,G,
{2E0A3B79-C00C-4284-9B45-4734D8B23F8A},16-3-2016,,G,,G,G,G,G,G,G,G,
{2E0A3B79-C00C-4284-9B45-4734D8B23F8A},6-6-2018,,G,,G,G,G,G,,,G,
{2E1B5B1E-5CC0-47B5-ADA8-C768CA951980},20-9-2016,,G,,G,G,G,G,G,G,G,
{2E1B5B1E-5CC0-47B5-ADA8-C768CA951980},20-6-2018,,G,,G,G,G,G,,,G,
{2E1B5B1E-5CC0-47B5-ADA8-C768CA951980},20-6-2018,,G,,G,G,G,G,,,G,
{2E1EE182-442C-44F4-9825-17888DBB474A},20-9-2016,,G,,G,G,M1,G,G,G,G,
{2E1EE182-442C-44F4-9825-17888DBB474A},4-6-2018,,G,,G,G,G,G,,,G,
{2E2729D5-D12E-405F-ACC9-CE36F0A442E1},20-9-2016,,G,,G,L1,M2,G,G,G,G,
{2E2729D5-D12E-405F-ACC9-CE36F0A442E1},5-6-2018,,G,,G,G,G,G,,,G,
{2E2729D5-D12E-405F-ACC9-CE36F0A442E1},23-5-2019,,G,,G,G,G,G,,,G,
{2E27A7EE-D7FD-4194-9002-6A94BC962A2E},20-9-2016,,G,,G,G,G,G,G,G,G,
{2E27A7EE-D7FD-4194-9002-6A94BC962A2E},29-5-2018,,G,,G,G,G,G,,,G,
{2E2D0719-D21C-413E-8F1A-8B4B2E2F5EFF},1-1-2014,,G,,G,G,G,L1,G,G,G,
{2E2D0719-D21C-413E-8F1A-8B4B2E2F5EFF},2-8-2017,,G,,G,L1,G,G,,,G,
{2E2D0719-D21C-413E-8F1A-8B4B2E2F5EFF},16-5-2019,,G,,G,L1,G,G,,,G,
{2E2D2295-9DC8-4256-8CC7-2FB4ACFAEFED},10-5-2016,,G,,G,G,G,G,G,G,G,
{2E2D2295-9DC8-4256-8CC7-2FB4ACFAEFED},18-5-2018,,G,,G,G,G,G,,,G,
{2E3C0550-9B03-41FD-B576-AA4853709B80},15-8-2017,,G,,G,G,E1,E1,,,G,Vuil; Mutatie
{2E3C0550-9B03-41FD-B576-AA4853709B80},11-2-2019,,M1,,G,E1,E2,E2,,,G,
{2E3E6C31-39F6-4C66-ADD7-244CD6359B50},11-2-2015,,G,,G,G,G,G,G,G,G,
{2E3E6C31-39F6-4C66-ADD7-244CD6359B50},26-9-2017,,G,,G,G,G,G,G,G,G,
{2E3E6C31-39F6-4C66-ADD7-244CD6359B50},5-2-2019,,G,,G,G,G,G,,,G,
{2E4B8029-2CDA-46F3-81E1-0BA5BEF4C435},15-8-2017,,G,,G,G,G,G,,,G,Mutatie
{2E4B8029-2CDA-46F3-81E1-0BA5BEF4C435},7-2-2019,,G,,G,G,G,G,,,G,
{2E4D27F3-1609-490A-9D40-A76C2E9B925B},3-8-2017,,G,,G,G,G,G,,G,G,Mutatie
{2E52CDA2-854D-427A-B684-3DDB23557A26},30-1-2017,,G,,L1,G,G,G,G,G,G,
{2E52CDA2-854D-427A-B684-3DDB23557A26},28-2-2019,,G,,G,G,G,G,,,G,
{2E5F7D36-279C-44A0-B311-D9405B3FB717},30-4-2014,,G,,G,G,G,G,G,G,G,
{2E5F7D36-279C-44A0-B311-D9405B3FB717},9-7-2018,,G,,G,G,G,G,,,G,
{2E6DA81F-C3FD-44D6-82A4-9C64F0EC4C33},17-4-2014,,G,,G,G,G,L1,G,G,G,
{2E6DA81F-C3FD-44D6-82A4-9C64F0EC4C33},10-7-2018,,G,,G,G,G,G,,,G,
{2E8105BC-79EE-4B79-BE4C-3CF9F159B238},10-5-2016,,G,,G,G,G,M1,G,G,G,
{2E8105BC-79EE-4B79-BE4C-3CF9F159B238},31-5-2018,,,,,,,,,,,Dubbel in bestand
{2E8930BA-55F2-49C4-BA9B-0F3FA30C639D},20-7-2017,,G,,G,E2,E3,G,G,G,G,Mutatie
{2E8930BA-55F2-49C4-BA9B-0F3FA30C639D},26-4-2019,,G,,G,G,G,G,,,G,
{2E8E7D83-A78E-4B53-8B9B-F63BB5C3A155},20-9-2016,,G,,G,G,G,G,G,G,G,
{2E8E7D83-A78E-4B53-8B9B-F63BB5C3A155},22-6-2018,,G,,G,G,G,G,,,G,
{2EB5DD2F-B0F9-473C-B45D-11BE7871D738},16-4-2015,,G,,G,G,G,L1,G,G,G,
{2EB5DD2F-B0F9-473C-B45D-11BE7871D738},1-8-2017,,G,,G,L1,G,G,,,G,
{2EB5DD2F-B0F9-473C-B45D-11BE7871D738},24-4-2019,,G,,G,L2,G,G,,,G,
{2EB941A5-F248-4437-85DB-368C59748312},1-1-2015,,G,,G,G,M1,G,G,G,G,GAT hs 6H
{2EB941A5-F248-4437-85DB-368C59748312},14-8-2017,,G,,E1,L1,G,G,,,G,
{2EB941A5-F248-4437-85DB-368C59748312},29-5-2019,,G,,G,L1,G,G,,,G,
{2EC313B4-D4FB-46DC-9F21-DDC3778DD62B},14-4-2015,,G,,L1,L1,G,L1,G,G,G,
{2EC313B4-D4FB-46DC-9F21-DDC3778DD62B},31-7-2017,,G,,G,L1,G,M1,,,G,
{2EC313B4-D4FB-46DC-9F21-DDC3778DD62B},25-4-2019,,G,,G,L1,G,M1,,,G,
{2EC39227-6931-462B-AB55-1593CFD0035D},20-9-2016,,G,,G,G,G,G,G,G,G,
{2EC39227-6931-462B-AB55-1593CFD0035D},15-5-2018,,G,,G,G,G,G,,,G,
{2EC39227-6931-462B-AB55-1593CFD0035D},18-2-2019,,G,,G,G,G,G,,,G,
{2EC756F0-C561-4B54-B014-C6B63A0EE2C9},24-2-2015,,G,,G,L1,M2,G,G,G,G,
{2EC756F0-C561-4B54-B014-C6B63A0EE2C9},26-9-2017,,G,,G,G,G,G,G,G,G,
{2EC756F0-C561-4B54-B014-C6B63A0EE2C9},7-2-2019,,G,,G,G,G,G,,,G,
{2EC9419C-7AFC-434F-B824-7D9153E952DF},25-6-2018,,G,,G,L1,M1,G,,,G,
{2EC9AF5A-BF04-416B-84CC-0753500F75F9},20-9-2016,,G,,G,G,G,G,G,G,G,
{2EC9AF5A-BF04-416B-84CC-0753500F75F9},5-6-2018,,G,,G,G,G,G,,,G,
{2EC9AF5A-BF04-416B-84CC-0753500F75F9},13-5-2019,,G,,G,G,G,G,,,G,
{2ECDB648-88F0-4304-B4F5-081F7AFFE199},16-3-2017,,G,,G,G,E1,M1,G,G,G,
{2ECDB648-88F0-4304-B4F5-081F7AFFE199},20-3-2019,,G,,G,G,E1,G,,,G,
{2ED5CD77-ED49-4EBE-9C31-07BADF1E5603},20-9-2016,,G,,G,L2,G,G,G,G,G,
{2ED5CD77-ED49-4EBE-9C31-07BADF1E5603},24-5-2018,,G,,G,G,G,G,,,G,
{2ED5CD77-ED49-4EBE-9C31-07BADF1E5603},13-2-2019,,G,,G,M1,G,G,,,G,
{2EDA82C3-533F-4232-941A-E9181B925EBA},20-10-2016,,G,,L3,G,G,G,G,G,G,
{2EDA82C3-533F-4232-941A-E9181B925EBA},21-6-2019,,G,,G,G,G,G,,,G,
{2EDD02F7-6A6C-4BF7-9838-723FC5CC015A},29-4-2015,,L1,,G,G,G,G,G,G,G,
{2EDD02F7-6A6C-4BF7-9838-723FC5CC015A},19-7-2017,,G,,G,G,G,G,,,G,
{2EDD02F7-6A6C-4BF7-9838-723FC5CC015A},2-5-2019,,M1,,G,G,G,G,,,G,
{2EE3AC6D-6E82-499A-A74D-8AC17FFEE4D4},20-9-2016,,G,,G,G,G,G,G,G,G,
{2EE3AC6D-6E82-499A-A74D-8AC17FFEE4D4},29-5-2018,,G,,G,G,G,G,,,G,
{2EE3AC6D-6E82-499A-A74D-8AC17FFEE4D4},20-2-2019,,G,,G,G,G,G,,,G,
{2EE4FE63-3461-4529-8DB2-A617F15FFFFB},20-9-2016,,G,,G,G,G,G,G,G,G,
{2EE4FE63-3461-4529-8DB2-A617F15FFFFB},29-5-2018,,G,,G,G,G,G,,,G,
{2EE4FE63-3461-4529-8DB2-A617F15FFFFB},14-5-2019,,G,,G,G,G,G,,,G,
{2EE73C77-AB4B-4FCE-8699-DA5270DBC843},9-8-2017,,G,,G,G,G,G,,,G,
{2EE73C77-AB4B-4FCE-8699-DA5270DBC843},20-5-2019,,G,,G,G,G,G,,,G,
{2F031DEA-5C0D-4FE4-A72F-9B8923296105},10-5-2016,,G,,G,G,G,G,G,G,G,
{2F031DEA-5C0D-4FE4-A72F-9B8923296105},15-5-2018,,G,,G,G,G,G,,,G,
{2F119B7F-CC64-407E-9D29-888D43B7ABA3},10-5-2016,,G,,G,L1,G,G,G,G,G,
{2F119B7F-CC64-407E-9D29-888D43B7ABA3},25-5-2018,,G,,G,G,L1,G,,,G,
{2F16C83C-ADB0-4CF1-A889-3694D439FDB7},16-3-2016,,G,,G,G,G,G,G,G,G,
{2F16C83C-ADB0-4CF1-A889-3694D439FDB7},5-6-2018,,G,,G,G,G,G,,,G,
{2F179177-2F5C-4C06-9083-56E89FDB24D3},7-8-2017,,G,,G,M1,E1,L1,,,G,
{2F179177-2F5C-4C06-9083-56E89FDB24D3},28-3-2019,,G,,G,G,E1,M1,,,G,
{2F1F1E4B-B47F-46C1-B3A2-DE5D7F414701},23-3-2015,,G,,G,L1,G,G,G,G,G,
{2F1F1E4B-B47F-46C1-B3A2-DE5D7F414701},7-7-2017,,G,,G,L1,G,G,,,G,
{2F1F1E4B-B47F-46C1-B3A2-DE5D7F414701},22-3-2019,,G,,G,L1,G,G,,,G,
{2F2CD909-3F6B-4E21-890B-7D3C7CE84040},1-1-2015,,G,,G,M2,M1,L1,G,G,G,
{2F2CD909-3F6B-4E21-890B-7D3C7CE84040},8-8-2017,,G,,G,G,E2,G,,,G,Boom wortel schade
{2F2CD909-3F6B-4E21-890B-7D3C7CE84040},2-5-2019,,G,,G,G,G,G,,,G,
{2F3777BF-D0C8-466B-9818-83B2D370D6D4},1-1-2015,,G,,G,G,G,M1,G,G,G,
{2F3777BF-D0C8-466B-9818-83B2D370D6D4},10-8-2017,,G,,G,G,G,G,,,G,
{2F3777BF-D0C8-466B-9818-83B2D370D6D4},14-5-2019,,G,,G,G,G,E1,,,G,
{2F37AEC4-C87D-4D51-B80A-AF639DF829C3},28-6-2018,,E1,,E1,E2,E3,E3,,,G,
{2F3A852D-11E3-4F53-BA0F-A23A5A280544},12-5-2015,,G,,G,G,G,G,G,G,G,
{2F3A852D-11E3-4F53-BA0F-A23A5A280544},14-7-2017,,G,,G,G,G,E1,,,G,
{2F3A852D-11E3-4F53-BA0F-A23A5A280544},17-4-2019,,G,,G,L1,G,E1,,,G,
{2F3C4C4D-3119-4914-9973-185BE47CF49C},25-3-2015,,G,,G,G,G,G,G,G,G,
{2F3C4C4D-3119-4914-9973-185BE47CF49C},15-7-2017,,G,,G,G,G,G,,,G,
{2F3C4C4D-3119-4914-9973-185BE47CF49C},27-3-2019,,G,,G,G,G,G,,,G,
{2F4508D5-073C-4304-A748-A7172F2E7DAC},1-1-2015,,G,,G,G,G,G,G,G,G,
{2F4508D5-073C-4304-A748-A7172F2E7DAC},14-8-2017,,G,,G,G,G,G,,,G,
{2F4508D5-073C-4304-A748-A7172F2E7DAC},22-5-2019,,G,,G,G,G,G,,,G,
{2F46EF70-C9FC-4C93-A018-D369C417DEB8},30-1-2017,,G,,L1,G,G,G,G,G,G,
{2F46EF70-C9FC-4C93-A018-D369C417DEB8},28-2-2019,,G,,G,G,G,G,,,G,
{2F4744ED-5E3D-4EF7-B13A-C2B6AE261155},16-4-2015,,L1,,G,L1,G,G,G,G,G,
{2F4744ED-5E3D-4EF7-B13A-C2B6AE261155},17-7-2017,,L1,,G,L1,G,G,,,G,
{2F4744ED-5E3D-4EF7-B13A-C2B6AE261155},28-3-2019,,L1,,G,G,M1,L1,,,G,
{2F56B323-20B9-4498-BD32-550A8C629859},6-3-2015,,G,,G,G,G,G,G,G,G,
{2F56B323-20B9-4498-BD32-550A8C629859},18-2-2019,,G,,G,G,G,G,,,G,
{2F5BB703-A14E-4951-B62C-DAFA973649D1},20-9-2016,,G,,G,G,G,G,G,G,G,bh cd is goed
{2F5BB703-A14E-4951-B62C-DAFA973649D1},22-5-2018,,G,,G,G,G,G,,,G,
{2F5BE26A-EED1-4A66-A403-B56B05D9A110},21-12-2016,,G,,G,G,G,G,G,G,G,
{2F5BE26A-EED1-4A66-A403-B56B05D9A110},25-2-2019,,G,,G,G,G,G,,,G,
{2F5C066A-EDDE-4229-9C33-DBB403D6B5B5},10-5-2016,,G,,G,E1,G,G,G,G,G,
{2F5C066A-EDDE-4229-9C33-DBB403D6B5B5},3-5-2018,,G,,M1,E1,G,G,,,G,
{2F5D5596-1D27-4627-85AE-C02C8C8D9D71},20-9-2016,,G,,G,L1,G,G,G,G,G,
{2F5D5596-1D27-4627-85AE-C02C8C8D9D71},4-6-2018,,G,,G,G,G,G,,,G,
{2F5D5596-1D27-4627-85AE-C02C8C8D9D71},23-5-2019,,,,,,,,,,G,
{2F69B991-C6C2-4582-9B1E-9E6F2D6793DE},14-4-2014,,G,,G,G,G,G,G,G,G,
{2F69B991-C6C2-4582-9B1E-9E6F2D6793DE},4-7-2018,,G,,G,G,G,G,,,G,
{2F69F90B-1C19-4D78-ADFA-01E4EC215F62},10-5-2016,,G,,G,G,E1,G,G,G,G,
{2F69F90B-1C19-4D78-ADFA-01E4EC215F62},18-5-2018,,G,,G,G,G,G,,,G,
{2F6E874E-ECA9-4A6D-BD4C-D613D7FF2441},20-9-2016,,G,,G,G,G,G,G,G,G,
{2F6E874E-ECA9-4A6D-BD4C-D613D7FF2441},11-6-2018,,G,,G,G,G,G,,,G,
{2F72B3F6-5963-466F-A834-71C190DD5790},12-8-2017,,G,,G,G,G,G,,,G,Mutatie
{2F72B3F6-5963-466F-A834-71C190DD5790},15-4-2019,,G,,G,G,G,G,,,G,
{2F7ACE15-0345-4ECD-B9B5-FA22527C5B8B},1-1-2015,,G,,G,G,G,G,G,G,G,
{2F7ACE15-0345-4ECD-B9B5-FA22527C5B8B},14-8-2017,,G,,G,G,G,G,,,G,
{2F7ACE15-0345-4ECD-B9B5-FA22527C5B8B},24-5-2019,,G,,G,G,G,G,,,G,
{2F7E56F2-1B0E-4578-8C89-9AD7BB8B61CF},1-1-2015,,L1,,G,L1,L1,G,G,G,G,dwarslas(sen) 6m
{2F7E56F2-1B0E-4578-8C89-9AD7BB8B61CF},9-8-2017,,G,,G,G,G,G,,,G,
{2F827CF4-60FC-406C-AF19-3130E9BB7870},11-3-2015,,G,,G,G,G,G,G,G,G,
{2F827CF4-60FC-406C-AF19-3130E9BB7870},26-9-2017,,G,,G,G,G,G,G,G,G,
{2F827CF4-60FC-406C-AF19-3130E9BB7870},7-2-2019,,G,,G,G,G,G,,,G,
{2F840CD5-8D3E-493E-AE3D-02204DFA6092},1-5-2015,,G,,G,G,G,G,G,G,G,
{2F840CD5-8D3E-493E-AE3D-02204DFA6092},2-8-2017,,G,,G,G,G,G,,,G,
{2F840CD5-8D3E-493E-AE3D-02204DFA6092},16-4-2019,,G,,G,G,L1,G,,,G,
{2F8579C5-483D-4CE3-96EB-B2CEFE0C5FE7},26-6-2018,,G,,G,G,G,G,,,G,
{2F880194-292C-4A61-A58D-2934CD727C20},13-4-2015,,G,,G,G,L1,G,G,G,G,
{2F880194-292C-4A61-A58D-2934CD727C20},15-8-2017,,G,,G,L3,E2,M1,,,G,
{2F880194-292C-4A61-A58D-2934CD727C20},29-4-2019,,G,,G,G,E1,G,,,G,
{2F8B2165-9B6F-4CFC-A36A-38769E264596},20-9-2016,,G,,G,L1,G,G,G,G,G,
{2F8B2165-9B6F-4CFC-A36A-38769E264596},18-5-2018,,L1,,G,G,G,G,,,G,
{2F8F9B39-DB29-48EB-9369-201312F0FA44},28-6-2018,,G,,G,G,E1,E1,,,G,
{2F90FA15-A5BB-438C-AFEC-1CE20A00F9F3},20-9-2016,,G,,G,G,G,G,G,G,G,
{2F90FA15-A5BB-438C-AFEC-1CE20A00F9F3},23-5-2018,,G,,G,G,G,G,,,G,
{2F937682-319C-45B8-91ED-5F096CFC0853},14-4-2015,,G,,G,L1,G,M1,G,G,G,
{2F937682-319C-45B8-91ED-5F096CFC0853},31-7-2017,,G,,G,L1,G,M1,,,G,
{2F937682-319C-45B8-91ED-5F096CFC0853},25-4-2019,,G,,G,L1,G,M1,,,G,
{2F9570F5-D40E-4821-92FC-DE40781444D3},20-9-2016,,E1,,G,G,E1,G,G,G,G,
{2F9570F5-D40E-4821-92FC-DE40781444D3},5-6-2018,,G,,G,G,G,G,,,G,
{2F9570F5-D40E-4821-92FC-DE40781444D3},1-5-2019,,L1,,G,G,G,G,,,G,
{2F9B68FC-C7D6-4784-B03B-6DADE84B6D8C},20-9-2016,,G,,G,G,G,G,G,G,G,
{2F9B68FC-C7D6-4784-B03B-6DADE84B6D8C},22-5-2018,,G,,G,L1,G,G,,,G,
{2FA780AE-FF84-4541-BCAC-3FB578DD2C23},1-1-2015,,G,,G,G,G,G,G,G,G,
{2FA780AE-FF84-4541-BCAC-3FB578DD2C23},28-7-2017,,G,,G,G,G,G,,,G,
{2FA780AE-FF84-4541-BCAC-3FB578DD2C23},14-5-2019,,G,,G,G,G,G,,,G,
{2FAF9D4D-1CB9-4500-80B3-91B33CF89D9D},20-9-2016,,G,,G,L2,G,G,G,G,G,
{2FAF9D4D-1CB9-4500-80B3-91B33CF89D9D},21-6-2018,,G,,G,G,G,G,,,G,
{2FAF9D4D-1CB9-4500-80B3-91B33CF89D9D},21-6-2018,,G,,G,G,G,G,,,G,
{2FB6D82F-E058-402B-B52C-88C8E9C98B75},20-9-2016,,G,,G,G,G,G,G,G,G,
{2FB6D82F-E058-402B-B52C-88C8E9C98B75},22-6-2018,,G,,G,G,G,G,,,G,
{2FB9D54E-1FEE-45B8-AA40-9759DDA9A35C},28-10-2016,,G,,G,G,G,G,G,G,G,
{2FB9D54E-1FEE-45B8-AA40-9759DDA9A35C},24-6-2019,,G,,G,G,G,G,,,G,
{2FBABC30-A95A-428D-BBD7-06A47DFDB929},20-9-2016,,L2,,G,G,G,G,G,G,G,
{2FBABC30-A95A-428D-BBD7-06A47DFDB929},29-5-2018,,G,,G,G,G,G,,,G,
{2FBABC30-A95A-428D-BBD7-06A47DFDB929},20-2-2019,,G,,G,G,G,G,,,G,
{2FBB3BBE-988E-416A-8CEE-15AD5E069D5F},20-9-2016,,E2,,G,G,G,G,G,G,G,
{2FBB3BBE-988E-416A-8CEE-15AD5E069D5F},29-5-2018,,E1,,G,G,G,E1,,,G,
{2FBB3BBE-988E-416A-8CEE-15AD5E069D5F},1-3-2019,,G,,G,G,G,G,,,G,
{2FC0A465-9C05-4904-AA50-B596222FA5C9},10-4-2014,,G,,G,G,G,G,G,G,G,
{2FC0A465-9C05-4904-AA50-B596222FA5C9},28-6-2018,,G,,G,G,G,G,,,G,
{2FC1E9A1-068A-45FA-A640-258D3A952767},20-9-2016,,G,,G,G,G,G,G,G,G,
{2FC1E9A1-068A-45FA-A640-258D3A952767},1-6-2018,,G,,G,G,G,G,,,G,
{2FC1E9A1-068A-45FA-A640-258D3A952767},7-2-2019,,G,,G,G,G,G,,,G,
{2FDE8B31-6EFE-4B5E-AE02-2C8F0CB46B9F},16-3-2016,,G,,G,L1,G,G,G,G,G,
{2FDE8B31-6EFE-4B5E-AE02-2C8F0CB46B9F},11-6-2018,,G,,G,G,G,G,,,G,
{2FE5CC4B-F7A2-4EC8-A758-A523AD462B47},16-3-2016,,G,,G,G,G,G,G,G,G,
{2FE5CC4B-F7A2-4EC8-A758-A523AD462B47},15-6-2018,,G,,G,G,G,G,,,G,
{2FF81481-AD0C-4B11-879F-F7F55D491D8E},15-5-2018,,G,,G,G,G,G,,,G,
{2FFCACC4-BBB5-413A-845E-9C7896F3BD15},20-9-2016,,G,,G,G,G,G,G,G,G,
{2FFCACC4-BBB5-413A-845E-9C7896F3BD15},22-5-2018,,G,,G,G,G,G,,,G,
{2FFDF3E3-659F-46AA-B2BF-09672795C2F6},9-3-2015,,G,,G,G,G,G,G,G,G,
{2FFDF3E3-659F-46AA-B2BF-09672795C2F6},26-9-2017,,G,,G,G,G,G,G,G,G,
{2FFDF3E3-659F-46AA-B2BF-09672795C2F6},15-2-2019,,G,,G,G,G,G,,,G,
{300F2D1E-1CA4-4E6E-B030-F753D0D9C1C1},4-3-2015,,G,,G,E1,G,E1,G,G,G,
{300F2D1E-1CA4-4E6E-B030-F753D0D9C1C1},26-9-2017,,G,,G,G,G,G,G,G,G,
{300F2D1E-1CA4-4E6E-B030-F753D0D9C1C1},13-2-2019,,G,,G,G,G,G,,,G,
{30136B24-22D6-4820-83DA-CF2C63CB3382},15-4-2014,,G,,G,L1,E1,E1,G,G,G,
{30136B24-22D6-4820-83DA-CF2C63CB3382},15-6-2018,,G,,G,M1,E1,L1,,,G,
{30143729-7077-4BA4-9D2E-2253624BD682},1-5-2014,,G,,G,G,G,G,G,G,G,
{30143729-7077-4BA4-9D2E-2253624BD682},6-7-2018,,G,,G,G,G,G,,,G,
{301E2002-2188-47E4-A887-02009716DEA6},1-1-2015,,G,,G,G,G,G,G,G,G,
{301E2002-2188-47E4-A887-02009716DEA6},3-8-2017,,G,,G,G,G,G,,,G,
{301E2002-2188-47E4-A887-02009716DEA6},24-5-2019,,G,,G,G,G,G,,,G,
{30257C58-08CA-402B-B9AB-10C9A9CAB162},19-2-2015,,G,,G,L1,G,L3,G,G,G,
{30257C58-08CA-402B-B9AB-10C9A9CAB162},26-9-2017,,G,,G,L1,G,G,G,G,G,
{30257C58-08CA-402B-B9AB-10C9A9CAB162},11-2-2019,,G,,G,G,G,G,,,G,
{302A10C6-1D19-4722-ADA1-6CECB02C0757},14-4-2014,,G,,G,G,G,G,G,G,G,
{302A10C6-1D19-4722-ADA1-6CECB02C0757},26-6-2018,,G,,G,G,G,G,,,G,
{302BBA5A-3FF4-42D9-AABC-D34E649685EA},20-9-2016,,G,,G,G,M1,G,G,G,G,
{302BBA5A-3FF4-42D9-AABC-D34E649685EA},24-5-2018,,G,,G,L1,G,G,,,G,
{3047BF3D-F0C5-45F0-BC72-7A47018EE2B6},30-5-2018,,G,,G,G,G,G,G,G,,
{3048B94E-7265-4564-8EEA-C0030AFF0580},20-9-2016,,G,,G,G,G,G,G,G,G,
{3048B94E-7265-4564-8EEA-C0030AFF0580},24-5-2018,,G,,G,L2,G,G,,,G,
{3048B94E-7265-4564-8EEA-C0030AFF0580},30-1-2019,,G,,G,G,G,G,,,G,
{304A77A6-8C2B-4730-876D-D9F885EFFF0E},10-5-2016,,G,,G,G,G,G,G,G,G,
{304A77A6-8C2B-4730-876D-D9F885EFFF0E},8-5-2018,,G,,G,G,G,G,,,G,
{305097F9-0EB4-4EF0-A599-911F5DB6CA71},24-4-2014,,G,,G,G,G,G,G,G,G,
{305097F9-0EB4-4EF0-A599-911F5DB6CA71},10-7-2018,,G,,G,G,G,G,,,G,
{30552605-AB16-4013-B933-92F43B846711},21-6-2018,,G,,G,M1,G,E1,,,G,
{3055F382-39E1-415E-BA22-CAADBC813814},18-4-2014,,G,,E1,L2,E1,E1,G,G,G,
{3055F382-39E1-415E-BA22-CAADBC813814},7-6-2018,,G,,G,G,G,G,,,G,
{305FEBA3-A350-4C51-94DC-A07E802799AA},20-9-2016,,G,,G,L2,G,G,G,G,G,
{305FEBA3-A350-4C51-94DC-A07E802799AA},15-6-2018,,G,,G,G,L1,G,,,G,
{30648437-D860-4E71-9678-BB293CB34753},1-5-2014,,G,,G,G,G,G,G,G,G,
{30648437-D860-4E71-9678-BB293CB34753},6-7-2018,,G,,G,G,G,G,,,G,
{30715345-B0C4-4703-AD30-95A0B5122D39},17-4-2014,,G,,G,G,G,G,G,G,G,
{30715345-B0C4-4703-AD30-95A0B5122D39},15-6-2018,,G,,G,G,G,G,,,G,
{3073F69C-ACE1-46B2-9C06-2A8D89178EE8},28-10-2016,,G,,G,G,G,G,G,G,G,
{3073F69C-ACE1-46B2-9C06-2A8D89178EE8},24-6-2019,,G,,G,G,G,G,,,G,
{307FAE3A-5A92-4537-B446-C7BC5EFE7969},13-6-2018,,G,,G,E3,G,G,,,G,
{307FF19D-387E-4642-987A-40F153F42B52},4-4-2017,,G,,G,G,G,G,G,G,G,
{307FF19D-387E-4642-987A-40F153F42B52},25-2-2019,,G,,G,G,G,G,,,G,
{30827AD0-443B-48E9-8892-09F8BB76C9B6},15-3-2017,,G,,G,G,G,G,G,G,G,
